;ibge;road.dist;area.muni;dens.road 
4328;2611200;NA;NA;NA
4329;2611309;19359,2422;240095211;8,06E-05
4330;2611408;NA;NA;NA
4331;2611507;21598,76597;231042855,7;9,35E-05
4332;2611533;NA;NA;NA
4333;2611606;46861,25015;218505815,4;0,000214462
4334;2611705;6839,100344;314536774,7;2,17E-05
4335;2611804;37515,53751;289988353,8;0,000129369
4336;2611903;NA;NA;NA
4337;2612000;16692,97655;189623147,1;8,80E-05
4338;2612109;NA;NA;NA
4339;2612208;131713,6938;1685475134;7,81E-05
4340;2612307;32480,37291;251734644,4;0,000129026
4341;2612406;15980,61634;268955231,3;5,94E-05
4342;2612455;NA;NA;NA
4343;2612471;NA;NA;NA
4344;2612505;NA;NA;NA
4345;2612554;NA;NA;NA
4346;2612604;78903,59881;2999545176;2,63E-05
4347;2612703;NA;NA;NA
4348;2612802;NA;NA;NA
4349;2612901;NA;NA;NA
4350;2613008;15411,85212;719976617;2,14E-05
4351;2613107;49487,15768;383094032,4;0,000129178
4352;2613206;9573,816653;258659875,1;3,70E-05
4353;2613305;NA;NA;NA
4354;2613404;NA;NA;NA
4355;2613503;48945,23187;1472938756;3,32E-05
4356;2613602;NA;NA;NA
4357;2613701;25088,31004;262245433,8;9,57E-05
4358;2613800;NA;NA;NA
4359;2613909;74887,42346;2977994030;2,51E-05
4360;2614006;18764,1985;1537274683;1,22E-05
4361;2614105;115551,4766;2421614134;4,77E-05
4362;2614204;NA;NA;NA
4363;2614303;NA;NA;NA
4364;2614402;NA;NA;NA
4365;2614501;NA;NA;NA
4366;2614600;NA;NA;NA
4367;2614709;26081,13784;227928002,6;0,000114427
4368;2614808;143817,7225;1263848505;0,000113793
4369;2614857;NA;NA;NA
4370;2615003;30249,30422;475981931,1;6,36E-05
4371;2615102;NA;NA;NA
4372;2615201;25568,23137;295953979,8;8,64E-05
4373;2615300;15544,74344;293234157,4;5,30E-05
4374;2615409;8128,318572;25750657,14;0,000315655
4375;2615508;20338,16191;135578374,7;0,00015001
4376;2615607;17677,74038;295677849,3;5,98E-05
4377;2615706;NA;NA;NA
4378;2615805;30614,88194;950558435,4;3,22E-05
4379;2615904;NA;NA;NA
4380;2616001;31038,99307;335698397,6;9,25E-05
4381;2616100;36407,02376;475658526,9;7,65E-05
4382;2616183;NA;NA;NA
4383;2616209;NA;NA;NA
4384;2616308;529,2264785;228216576,6;2,32E-06
4385;2616407;27889,89629;336201317,2;8,30E-05
4386;2616506;25162,94749;110958210,5;0,000226779
4387;2700102;27640,0676;468642610,4;5,90E-05
4388;2700201;NA;NA;NA
4389;2700300;NA;NA;NA
4390;2700409;54506,14504;534196260,2;0,000102034
4391;2700508;NA;NA;NA
4392;2700607;NA;NA;NA
4393;2700706;NA;NA;NA
4394;2700805;14459,36809;66727023,43;0,000216694
4395;2700904;NA;NA;NA
4396;2701001;NA;NA;NA
4397;2701100;22716,45514;165549639,8;0,000137218
4398;2701209;22815,67049;273901162,5;8,33E-05
4399;2701308;1160,894994;94508425,93;1,23E-05
4400;2701357;NA;NA;NA
4401;2701407;25890,44684;313144673,2;8,27E-05
4402;2701506;NA;NA;NA
4403;2701605;71646,42851;602686853,7;0,000118878
4404;2701704;6592,673447;258006296,3;2,56E-05
4405;2701803;NA;NA;NA
4406;2701902;NA;NA;NA
4407;2702009;NA;NA;NA
4408;2702108;43786,41968;208201262,7;0,000210308
4409;2702207;8411,306705;39669599,89;0,000212034
4410;2702306;NA;NA;NA
4411;2702355;NA;NA;NA
4412;2702405;77759,09471;626360863,6;0,000124144
4413;2702504;22759,81303;139896201,1;0,000162691
4414;2702553;16248,87082;260950230,4;6,23E-05
4415;2702603;NA;NA;NA
4416;2702702;NA;NA;NA
4417;2702801;48692,72665;333546936,6;0,000145985
4418;2702900;NA;NA;NA
4419;2703007;19880,27465;265765848,6;7,48E-05
4420;2703106;6990,847872;335023704,2;2,09E-05
4421;2703205;16583,9479;427405753,9;3,88E-05
4422;2703304;28486,12092;371913199,6;7,66E-05
4423;2703403;NA;NA;NA
4424;2703502;NA;NA;NA
4425;2703601;NA;NA;NA
4426;2703700;NA;NA;NA
4427;2703759;28063,69268;335502573,8;8,36E-05
4428;2703809;24960,20394;298742531,9;8,36E-05
4429;2703908;NA;NA;NA
4430;2704005;33833,62869;248008874,2;0,000136421
4431;2704104;NA;NA;NA
4432;2704203;NA;NA;NA
4433;2704302;37406,7294;510262674,1;7,33E-05
4434;2704401;18754,25889;449019133,2;4,18E-05
4435;2704500;NA;NA;NA
4436;2704609;57546,33603;332361191,8;0,000173144
4437;2704708;16269,16771;332710805,8;4,89E-05
4438;2704807;25950,31758;180356341,9;0,000143884
4439;2704906;NA;NA;NA
4440;2705002;67939,21034;914417165,9;7,43E-05
4441;2705101;4536,682532;238629510,5;1,90E-05
4442;2705200;33450,60319;114334486,4;0,000292568
4443;2705309;11369,67217;167698274,8;6,78E-05
4444;2705408;NA;NA;NA
4445;2705507;59156,55163;418762186,9;0,000141265
4446;2705606;46693,77597;215821031,4;0,000216354
4447;2705705;NA;NA;NA
4448;2705804;9877,662006;321307838,5;3,07E-05
4449;2705903;9414,030546;117081671,3;8,04E-05
4450;2706000;NA;NA;NA
4451;2706109;17871,35131;196560176,2;9,09E-05
4452;2706208;NA;NA;NA
4453;2706307;28056,81204;451369215,8;6,22E-05
4454;2706406;NA;NA;NA
4455;2706422;4688,50964;253961981,7;1,85E-05
4456;2706448;NA;NA;NA
4457;2706505;NA;NA;NA
4458;2706604;NA;NA;NA
4459;2706703;3302,950036;690623365,7;4,78E-06
4460;2706802;NA;NA;NA
4461;2706901;63861,71058;251538450,2;0,000253884
4462;2707008;4895,645119;117249302,2;4,18E-05
4463;2707107;NA;NA;NA
4464;2707206;29433,35228;284272343,8;0,000103539
4465;2707305;NA;NA;NA
4466;2707404;NA;NA;NA
4467;2707503;36951,92039;236847729,1;0,000156016
4468;2707602;NA;NA;NA
4469;2707701;69031,37155;299603297,4;0,000230409
4470;2707800;NA;NA;NA
4471;2707909;7277,506515;28902983,76;0,000251791
4472;2708006;48409,02984;437946746,4;0,000110536
4473;2708105;NA;NA;NA
4474;2708204;9717,470263;140022979,5;6,94E-05
4475;2708303;36470,47284;257105665,8;0,00014185
4476;2708402;NA;NA;NA
4477;2708501;NA;NA;NA
4478;2708600;30499,05995;361499644,3;8,44E-05
4479;2708709;NA;NA;NA
4480;2708808;31757,30133;315478282,5;0,000100664
4481;2708907;17629,20342;36032059,07;0,000489264
4482;2708956;2815,14909;341942320,4;8,23E-06
4483;2709004;16842,93567;124908020,7;0,000134843
4484;2709103;20439,07412;153455617,1;0,000133192
4485;2709152;28538,54186;299599509,7;9,53E-05
4486;2709202;NA;NA;NA
4487;2709301;25495,72636;421505645,2;6,05E-05
4488;2709400;NA;NA;NA
4489;2800100;NA;NA;NA
4490;2800209;NA;NA;NA
4491;2800308;33169,77297;181906816,7;0,000182345
4492;2800407;15979,74646;199023542,8;8,03E-05
4493;2800506;22952,07998;148137929,4;0,000154937
4494;2800605;NA;NA;NA
4495;2800670;NA;NA;NA
4496;2800704;NA;NA;NA
4497;2801009;8307,846439;201457782,6;4,12E-05
4498;2801108;NA;NA;NA
4499;2801207;NA;NA;NA
4500;2801306;26450,03335;442611372,6;5,98E-05
4501;2801405;44706,51592;636300645,2;7,03E-05
4502;2801504;1514,305381;45677938,78;3,32E-05
4503;2801603;11878,63354;83753414,51;0,000141829
4504;2801702;24444,34897;236108784,8;0,00010353
4505;2801900;NA;NA;NA
4506;2802007;1989,81365;90347013,69;2,20E-05
4507;2802106;42613,30137;644459959;6,61E-05
4508;2802205;NA;NA;NA
4509;2802304;44107,93527;400279341;0,000110193
4510;2802403;NA;NA;NA
4511;2802502;NA;NA;NA
4512;2802601;NA;NA;NA
4513;2802700;NA;NA;NA
4514;2802809;NA;NA;NA
4515;2802908;34477,36458;335739256,2;0,000102691
4516;2803005;5429,808096;493136126,4;1,10E-05
4517;2803104;NA;NA;NA
4518;2803203;102203,0775;739397945,1;0,000138225
4519;2803302;31507,02362;365082813,6;8,63E-05
4520;2803401;8621,057361;407685608,3;2,11E-05
4521;2803500;NA;NA;NA
4522;2803609;32945,83078;162301353;0,000202992
4523;2803708;NA;NA;NA
4524;2803807;5186,462543;63227823,23;8,20E-05
4525;2803906;NA;NA;NA
4526;2804003;13889,48644;95579569,74;0,000145319
4527;2804102;NA;NA;NA
4528;2804201;NA;NA;NA
4529;2804300;11788,50254;75896536,48;0,000155323
4530;2804409;NA;NA;NA
4531;2804458;NA;NA;NA
4532;2804508;5785,964317;757334475,6;7,64E-06
4533;2804607;NA;NA;NA
4534;2804706;NA;NA;NA
4535;2804805;50278,1974;155052326,2;0,000324266
4536;2804904;NA;NA;NA
4537;2805000;1566,773922;82029567,23;1,91E-05
4538;2805109;NA;NA;NA
4539;2805208;NA;NA;NA
4540;2805307;NA;NA;NA
4541;2805406;NA;NA;NA
4542;2805505;NA;NA;NA
4543;2805604;NA;NA;NA
4544;2805703;12687,00037;92520016,4;0,000137127
4545;2805802;NA;NA;NA
4546;2805901;NA;NA;NA
4547;2806008;9930,361553;258516588;3,84E-05
4548;2806107;19464,72214;102889766,6;0,00018918
4549;2806206;4019,916508;247550231,1;1,62E-05
4550;2806305;31282,52395;325210716,8;9,62E-05
4551;2806404;NA;NA;NA
4552;2806503;NA;NA;NA
4553;2806602;8255,956832;237061490,5;3,48E-05
4554;2806701;87107,66308;438097608,6;0,000198832
4555;2806800;NA;NA;NA
4556;2806909;15296,6857;83900295,43;0,00018232
4557;2807006;NA;NA;NA
4558;2807105;NA;NA;NA
4559;2807204;NA;NA;NA
4560;2807303;NA;NA;NA
4561;2807402;NA;NA;NA
4562;2807501;2625,519452;304772703,9;8,61E-06
4563;2807600;18936,64271;118823573,8;0,000159368
4564;2900108;NA;NA;NA
4565;2900207;93974,73692;1483712142;6,33E-05
4566;2900306;7727,43961;180063086,6;4,29E-05
4567;2900355;NA;NA;NA
4568;2900405;NA;NA;NA
4569;2900504;NA;NA;NA
4570;2900603;11416,18236;167779990;6,80E-05
4571;2900702;95899,01905;717589509;0,00013364
4572;2901007;NA;NA;NA
4573;2901106;24773,31156;173349186,1;0,00014291
4574;2901155;NA;NA;NA
4575;2901304;57671,76254;1591325565;3,62E-05
4576;2901353;NA;NA;NA
4577;2901403;157618,0926;1528889311;0,000103093
4578;2901502;NA;NA;NA
4579;2901601;21984,28582;321396376,7;6,84E-05
4580;2901700;25732,97929;294218028,4;8,75E-05
4581;2901809;NA;NA;NA
4582;2901908;11384,35652;561483963,2;2,03E-05
4583;2901957;NA;NA;NA
4584;2902054;33036,82389;486815540,7;6,79E-05
4585;2902104;63373,10063;1554904560;4,08E-05
4586;2902203;23766,70899;363670336,5;6,54E-05
4587;2902302;NA;NA;NA
4588;2902500;108553,851;3318389296;3,27E-05
4589;2902609;30464,52514;946263649,2;3,22E-05
4590;2902658;NA;NA;NA
4591;2902708;1582,923059;11422714451;1,39E-07
4592;2902807;26034,12874;1658217622;1,57E-05
4593;2903003;NA;NA;NA
4594;2903102;19113,80188;214261298,9;8,92E-05
4595;2903201;591661,2208;7533106667;7,85E-05
4596;2903235;NA;NA;NA
4597;2903276;NA;NA;NA
4598;2903607;NA;NA;NA
4599;2903805;112344,7729;2746558630;4,09E-05
4600;2903904;116361,7201;4115745279;2,83E-05
4601;2904001;NA;NA;NA
4602;2904050;11977,06013;791893976,5;1,51E-05
4603;2904100;NA;NA;NA
4604;2904209;NA;NA;NA
4605;2904308;23941,17832;518261057,6;4,62E-05
4606;2904407;NA;NA;NA
4607;2904506;133546,0932;2373085781;5,63E-05
4608;2904753;NA;NA;NA
4609;2904852;10406,69216;225837313,8;4,61E-05
4610;2904902;12572,80088;394908327,8;3,18E-05
4611;2905107;36489,51901;548212394,5;6,66E-05
4612;2905305;NA;NA;NA
4613;2905404;NA;NA;NA
4614;2905503;26359,79387;464802082,5;5,67E-05
4615;2905701;NA;NA;NA
4616;2905800;30061,00503;839327055,2;3,58E-05
4617;2905909;84283,08196;2781738216;3,03E-05
4618;2906006;30600,24552;7259393141;4,22E-06
4619;2906105;NA;NA;NA
4620;2906204;NA;NA;NA
4621;2906402;28614,71088;444746171,7;6,43E-05
4622;2906501;54187,99996;251446606,5;0,000215505
4623;2906808;NA;NA;NA
4624;2906824;201997,5819;3211709945;6,29E-05
4625;2906857;44688,35326;649040521,4;6,89E-05
4626;2906873;50985,02619;334245490;0,000152538
4627;2907004;NA;NA;NA
4628;2907202;200968,0293;9655330560;2,08E-05
4629;2907301;9116,870249;711194530,1;1,28E-05
4630;2907400;91714,67781;719867827,5;0,000127405
4631;2907509;49591,87971;415924892,7;0,000119233
4632;2907558;NA;NA;NA
4633;2907608;NA;NA;NA
4634;2907707;109199,5333;3002959706;3,64E-05
4635;2907806;48873,51491;863320985,4;5,66E-05
4636;2907905;17369,11494;155603503,9;0,000111624
4637;2908200;15442,73265;162752361,8;9,49E-05
4638;2908309;32779,05136;289708358,6;0,000113145
4639;2908408;3310,716268;1015214930;3,26E-06
4640;2908507;26554,82662;117437181;0,000226119
4641;2908606;NA;NA;NA
4642;2908804;NA;NA;NA
4643;2908903;20490,22415;347886963,7;5,89E-05
4644;2909109;50689,6398;2655318648;1,91E-05
4645;2909208;43292,68242;883101967,6;4,90E-05
4646;2909307;455873,4833;11484261996;3,97E-05
4647;2909406;NA;NA;NA
4648;2909505;1970,315839;182471414,3;1,08E-05
4649;2909604;11775,18304;607296040,8;1,94E-05
4650;2909703;78829,39518;1052170943;7,49E-05
4651;2909802;17135,49498;145626232,4;0,000117668
4652;2909901;139295,5457;6074966059;2,29E-05
4653;2910057;NA;NA;NA
4654;2910107;NA;NA;NA
4655;2910206;5648,877335;84694352,38;6,67E-05
4656;2910305;NA;NA;NA
4657;2910503;49209,64611;1214653967;4,05E-05
4658;2910602;50071,00087;1297414968;3,86E-05
4659;2910701;49464,04145;1973193658;2,51E-05
4660;2910750;NA;NA;NA
4661;2910800;143370,1255;1336928093;0,000107238
4662;2910859;27663,33553;569833225,1;4,85E-05
4663;2911105;164058,7331;15892405005;1,03E-05
4664;2911204;21993,37564;229462657,1;9,58E-05
4665;2911253;34957,26146;369643682,8;9,46E-05
4666;2911303;NA;NA;NA
4667;2911402;43427,47504;1254685902;3,46E-05
4668;2911600;14498,45674;106232121,6;0,000136479
4669;2911857;NA;NA;NA
4670;2911907;94001,16518;2347936403;4,00E-05
4671;2912202;NA;NA;NA
4672;2912400;NA;NA;NA
4673;2912509;NA;NA;NA
4674;2912608;18171,58667;985402966,4;1,84E-05
4675;2912905;NA;NA;NA
4676;2913002;111264,9904;1836506737;6,06E-05
4677;2913101;NA;NA;NA
4678;2913200;60596,48404;1740343577;3,48E-05
4679;2913309;NA;NA;NA
4680;2913408;67035,29963;837194338,1;8,01E-05
4681;2913457;6217,187675;591001941,5;1,05E-05
4682;2913705;52272,44534;1221725518;4,28E-05
4683;2913804;NA;NA;NA
4684;2913903;27506,53764;280271984,8;9,81E-05
4685;2914000;60859,6043;3058396249;1,99E-05
4686;2914109;NA;NA;NA
4687;2914208;32424,23527;458827604,2;7,07E-05
4688;2914307;53282,11975;1708585853;3,12E-05
4689;2914406;36335,81468;992965221,7;3,66E-05
4690;2914505;NA;NA;NA
4691;2914604;NA;NA;NA
4692;2914703;77328,99702;2342727317;3,30E-05
4693;2915007;1353,944214;1332376922;1,02E-06
4694;2915353;NA;NA;NA
4695;2915700;NA;NA;NA
4696;2915908;NA;NA;NA
4697;2916104;7678,496095;117949635;6,51E-05
4698;2916500;29267,50857;1584631053;1,85E-05
4699;2916708;34472,49601;343897376;0,000100241
4700;2916856;35041,63918;530791820,8;6,60E-05
4701;2916906;14370,75211;321890320,4;4,46E-05
4702;2917003;NA;NA;NA
4703;2917201;NA;NA;NA
4704;2917300;NA;NA;NA
4705;2917508;202192,678;2358531628;8,57E-05
4706;2917607;97176,36416;924251511,7;0,000105141
4707;2917706;68878,42217;2455505413;2,81E-05
4708;2917805;61953,5494;864545357;7,17E-05
4709;2917904;16368,6088;641068472,2;2,55E-05
4710;2918100;253018,0196;4652858548;5,44E-05
4711;2918209;18016,35651;238434409,9;7,56E-05
4712;2918308;26182,09349;261897592,9;1,00E-04
4713;2918357;NA;NA;NA
4714;2918407;302289,7749;6498736593;4,65E-05
4715;2918506;NA;NA;NA
4716;2918605;NA;NA;NA
4717;2918704;6169,383746;497946022,1;1,24E-05
4718;2918753;29107,22682;913529025,2;3,19E-05
4719;2918803;77565,85248;449491331,5;0,000172564
4720;2919009;85202,30585;778873283,6;0,000109392
4721;2919058;NA;NA;NA
4722;2919108;15114,17281;208899516,2;7,24E-05
4723;2919157;NA;NA;NA
4724;2919207;NA;NA;NA
4725;2919306;80735,20209;1284353363;6,29E-05
4726;2919504;NA;NA;NA
4727;2919553;166831,307;4242912595;3,93E-05
4728;2919603;NA;NA;NA
4729;2919801;NA;NA;NA
4730;2919900;70706,91606;2292448709;3,08E-05
4731;2919926;NA;NA;NA
4732;2920106;18200,07058;952225990,7;1,91E-05
4733;2920452;NA;NA;NA
4734;2920502;12577,66341;2413031339;5,21E-06
4735;2920601;NA;NA;NA
4736;2920809;7668,019847;1099404756;6,97E-06
4737;2921005;5984,847906;632826290,6;9,46E-06
4738;2921054;2439,451624;773608489,5;3,15E-06
4739;2921203;8228,595153;1587948098;5,18E-06
4740;2921302;28774,44913;420099669,9;6,85E-05
4741;2921401;84480,65367;1698081319;4,98E-05
4742;2921500;15167,63348;3184073072;4,76E-06
4743;2921609;NA;NA;NA
4744;2921708;110967,3429;5748389014;1,93E-05
4745;2921906;NA;NA;NA
4746;2922052;NA;NA;NA
4747;2922102;60587,61991;1512734051;4,01E-05
4748;2922201;NA;NA;NA
4749;2922250;90435,71535;3852678056;2,35E-05
4750;2922300;18841,14614;89239646,92;0,00021113
4751;2922409;26657,22438;275629981,5;9,67E-05
4752;2922508;NA;NA;NA
4753;2922607;NA;NA;NA
4754;2922656;NA;NA;NA
4755;2922730;30056,37962;349658998,9;8,60E-05
4756;2922755;15003,72608;203055741,9;7,39E-05
4757;2922805;41172,80086;475148640,5;8,67E-05
4758;2922854;NA;NA;NA
4759;2922904;25632,1838;935910601,3;2,74E-05
4760;2923035;NA;NA;NA
4761;2923050;10169,62498;251141641,4;4,05E-05
4762;2923100;42789,91946;541817808,4;7,90E-05
4763;2923209;109050,5287;3315775669;3,29E-05
4764;2923308;NA;NA;NA
4765;2923357;81804,24297;1541803440;5,31E-05
4766;2923506;60070,31514;738269956,2;8,14E-05
4767;2923605;NA;NA;NA
4768;2923704;NA;NA;NA
4769;2923803;NA;NA;NA
4770;2924009;64190,42438;1578701253;4,07E-05
4771;2924058;6830,53028;615766838,6;1,11E-05
4772;2924108;4578,516511;159682188,3;2,87E-05
4773;2924207;60622,58399;895649970,6;6,77E-05
4774;2924306;NA;NA;NA
4775;2924405;130012,888;11630205696;1,12E-05
4776;2924603;NA;NA;NA
4777;2924652;35995,95844;545284577;6,60E-05
4778;2924678;NA;NA;NA
4779;2924801;NA;NA;NA
4780;2924900;NA;NA;NA
4781;2925204;20344,83431;289933421,3;7,02E-05
4782;2925253;38668,83637;497184148,6;7,78E-05
4783;2925600;NA;NA;NA
4784;2925758;35353,49835;441561097,3;8,01E-05
4785;2925808;19057,71608;2026612771;9,40E-06
4786;2925907;59976,41611;1269476051;4,72E-05
4787;2925931;44177,17519;387507816,8;0,000114003
4788;2925956;79558,14831;1206379235;6,59E-05
4789;2926004;145804,5846;4690237307;3,11E-05
4790;2926103;NA;NA;NA
4791;2926202;168657,713;5974517489;2,82E-05
4792;2926301;58254,93135;1189326717;4,90E-05
4793;2926400;94322,20724;3184884862;2,96E-05
4794;2926509;42048,73913;642150406,3;6,55E-05
4795;2926608;60520,64069;753353713;8,03E-05
4796;2926707;NA;NA;NA
4797;2926905;NA;NA;NA
4798;2927002;38322,04539;716561161,6;5,35E-05
4799;2927101;NA;NA;NA
4800;2927200;49664,18088;2023911083;2,45E-05
4801;2927309;NA;NA;NA
4802;2927408;81234,03882;692314317,7;0,000117337
4803;2927507;41791,16693;345390502,4;0,000120997
4804;2927606;36223,75219;882296124,6;4,11E-05
4805;2927903;30930,42344;379048046,9;8,16E-05
4806;2928000;NA;NA;NA
4807;2928109;142478,5813;1983558427;7,18E-05
4808;2928208;22164,55405;1908457229;1,16E-05
4809;2928307;NA;NA;NA
4810;2928406;28717,0678;6025696281;4,77E-06
4811;2928505;34446,29286;729108094,5;4,72E-05
4812;2928604;25081,57503;492530318,1;5,09E-05
4813;2928703;44394,19857;268552686,4;0,000165309
4814;2928802;32988,95173;362678981,5;9,10E-05
4815;2928901;333012,0367;15106337136;2,20E-05
4816;2928950;11902,16181;326716963,4;3,64E-05
4817;2929008;8206,82231;99124160,69;8,28E-05
4818;2929057;52410,33628;1753441293;2,99E-05
4819;2929107;NA;NA;NA
4820;2929206;9915,673173;269403674,6;3,68E-05
4821;2929255;NA;NA;NA
4822;2929305;37702,63814;300493958,7;0,000125469
4823;2929370;52317,36766;402211072,4;0,000130074
4824;2929404;46164,44457;230715612,2;0,000200092
4825;2929503;84458,00944;537909941,1;0,000157011
4826;2929602;16400,97158;117116592,4;0,00014004
4827;2929701;NA;NA;NA
4828;2929750;NA;NA;NA
4829;2929800;NA;NA;NA
4830;2929909;270981,378;2406111566;0,000112622
4831;2930105;43192,16558;827129050,9;5,22E-05
4832;2930154;65289,70581;2341473586;2,79E-05
4833;2930204;133136,4737;12523899569;1,06E-05
4834;2930303;NA;NA;NA
4835;2930402;NA;NA;NA
4836;2930501;35180,77223;613205319,8;5,74E-05
4837;2930600;NA;NA;NA
4838;2930709;47051,55154;201436657,4;0,00023358
4839;2930758;NA;NA;NA
4840;2930766;33773,59086;699756279,7;4,83E-05
4841;2930774;NA;NA;NA
4842;2930808;NA;NA;NA
4843;2930907;NA;NA;NA
4844;2931053;NA;NA;NA
4845;2931103;20740,67769;219673542,2;9,44E-05
4846;2931202;NA;NA;NA
4847;2931301;19661,83876;729601739,5;2,69E-05
4848;2931400;26351,56867;231367836,4;0,000113895
4849;2931509;25336,21375;335266916,9;7,56E-05
4850;2931608;27687,65891;289389998,2;9,57E-05
4851;2931707;3094,976026;198775043,1;1,56E-05
4852;2931905;128093,4506;2756623366;4,65E-05
4853;2932002;81483,30505;3033017703;2,69E-05
4854;2932101;46890,71736;658699603,8;7,12E-05
4855;2932309;22306,2349;177515245,4;0,000125658
4856;2932408;NA;NA;NA
4857;2932457;13408,98232;1671576437;8,02E-06
4858;2932804;44861,58703;634050541;7,08E-05
4859;2932903;47493,31125;1123774804;4,23E-05
4860;2933000;NA;NA;NA
4861;2933059;NA;NA;NA
4862;2933109;NA;NA;NA
4863;2933158;66642,54458;1192721287;5,59E-05
4864;2933174;18735,54312;226625218,3;8,27E-05
4865;2933208;4422,939493;299502732,7;1,48E-05
4866;2933406;10405,61682;522656827,6;1,99E-05
4867;2933455;57436,61614;2919377032;1,97E-05
4868;2933505;30302,858;654789658,6;4,63E-05
4869;2933604;1582,923059;5204310106;3,04E-07
4870;5106315;NA;NA;NA
4871;5107776;91427,62264;6461938699;1,41E-05
4872;5200829;48280,81784;1342859883;3,60E-05
4873;5203575;55025,81794;1627807458;3,38E-05
4874;5204656;NA;NA;NA
4875;5204904;NA;NA;NA
4876;5205307;NA;NA;NA
4877;5207501;34000,3267;301719943,4;0,000112688
4878;5208103;12000,50783;844725410,6;1,42E-05
4879;5208301;NA;NA;NA
4880;5209408;18763,62582;1228898696;1,53E-05
4881;5212808;106553,2637;1687838692;6,31E-05
4882;5213087;NA;NA;NA
4883;5213509;NA;NA;NA
4884;5213772;NA;NA;NA
4885;5214051;31461,36918;2145342979;1,47E-05
4886;5214101;NA;NA;NA
4887;5214903;NA;NA;NA
4888;5215256;NA;NA;NA
4889;5218003;154819,4953;4821098410;3,21E-05
4890;5219605;89385,15178;794859198,4;0,000112454
4891;5219803;91064,87226;3295238743;2,76E-05
4892;5220207;85193,47819;6140565227;1,39E-05
4893;5221080;NA;NA;NA
4894;5221452;NA;NA;NA
4895;3500808;NA;NA;NA
4896;3501301;NA;NA;NA
4897;3502101;NA;NA;NA
4898;3502408;NA;NA;NA
4899;3515129;NA;NA;NA
4900;3515806;NA;NA;NA
4901;3517802;NA;NA;NA
4902;3520442;9537,239664;652134908,1;1,46E-05
4903;3521606;NA;NA;NA
4904;3523008;8640,741596;301427190,4;2,87E-05
4905;3526001;NA;NA;NA
4906;3533205;NA;NA;NA
4907;3539202;NA;NA;NA
4908;3541406;NA;NA;NA
4909;3548302;NA;NA;NA
4910;3552908;NA;NA;NA
4911;4200408;114390,5284;1313333451;8,71E-05
4912;4203006;NA;NA;NA
4913;4203600;204218,8767;1718031962;0,000118868
4914;4204152;5966,683987;208114904,9;2,87E-05
4915;4205209;20435,10717;207202480;9,86E-05
4916;4206702;18410,71706;217166477,4;8,48E-05
4917;4206801;NA;NA;NA
4918;4210050;NA;NA;NA
4919;4215406;NA;NA;NA
4920;4218509;NA;NA;NA
4921;4300002;401688,6852;10144940818;3,96E-05
4922;4300661;28500,00516;324086533,7;8,79E-05
4923;4300802;NA;NA;NA
4924;4301651;14688,71297;124464842,6;0,000118015
4925;4301800;48128,6859;516342971,1;9,32E-05
4926;4301909;34601,30626;728395593,7;4,75E-05
4927;4302105;31457,01635;273870236,5;0,000114861
4928;4304622;76493,72187;526716709,7;0,000145227
4929;4304689;3314,525213;182924373,1;1,81E-05
4930;4304804;19989,87274;229822643,1;8,70E-05
4931;4306767;77347,75822;509348127,7;0,000151856
4932;4307906;4990,98405;361406102,5;1,38E-05
4933;4309308;41647,32555;376661806,3;0,00011057
4934;4309555;NA;NA;NA
4935;4310439;NA;NA;NA
4936;4311304;139043,7297;1262569480;0,000110128
4937;4312401;68497,76101;424122669,1;0,000161505
4938;4313359;NA;NA;NA
4939;4314035;3306,365707;57362870,81;5,76E-05
4940;4314548;NA;NA;NA
4941;4318507;51285,83667;1117342387;4,59E-05
4942;4321105;34809,66128;805680143,9;4,32E-05
4943;4322004;105925,3484;818205951,1;0,00012946
4944;4322251;NA;NA;NA
4945;5001003;101228,5479;2748033782;3,68E-05
4946;5006309;124513,925;5398631468;2,31E-05
4947;5007802;60758,29152;3256250784;1,87E-05
4948;5100201;125050,2852;7509694945;1,67E-05
4949;5101001;18403,69825;6425485924;2,86E-06
4950;5102603;NA;NA;NA
4951;5102637;235538,9216;9429311029;2,50E-05
4952;5102686;71523,50944;6805905762;1,05E-05
4953;5103106;11666,72768;16517880159;7,06E-07
4954;5103502;350325,8969;8224121391;4,26E-05
4955;5105507;152850,4369;13444470933;1,14E-05
4956;5105903;179017,2513;3902970767;4,59E-05
4957;5106000;48837,10491;1347838048;3,62E-05
4958;5106174;125858,6627;4035224927;3,12E-05
4959;5106182;111054,5963;4741848687;2,34E-05
4960;5106257;139245,2738;5543587144;2,51E-05
4961;5106307;136235,1544;24206166769;5,63E-06
4962;5107701;438846,7161;7513468356;5,84E-05
4963;5107768;NA;NA;NA
4964;5107958;129069,6528;11320919046;1,14E-05
4965;5108857;81832,11318;1938316587;4,22E-05
4966;5201454;46016,76471;601664118,6;7,65E-05
4967;5202353;36182,75684;1073841326;3,37E-05
4968;5204300;103420,309;2249251268;4,60E-05
4969;5204409;129684,2245;8632833412;1,50E-05
4970;5207105;NA;NA;NA
4971;5210208;NA;NA;NA
4972;5210802;81199,33548;2089829679;3,89E-05
4973;5211305;104677,0908;3431069800;3,05E-05
4974;5211909;343832,709;7169666766;4,80E-05
4975;5212204;108494,3732;4081038971;2,66E-05
4976;5212253;3126,781623;458511466,9;6,82E-06
4977;5213707;77319,16751;2897154712;2,67E-05
